File,Word Count,Unique Word Count,Percentage of Unique Words (%)
text-documents/Noname_Harris_Debate_0910.txt,5395,1254,23.24374420759963
text-documents/Noname_Trump_Debate_0910.txt,7487,1250,16.695605716575397
text-documents/Noname_Biden_Debate_0627.txt,6795,1267,18.64606328182487
text-documents/Noname_First_Trump_Debate_0627.txt,8105,1287,15.879086983343615
